record_id,text,label,label_name,language,word_count,char_count
AAA-08856,damn were you using peerguardian/encryption?,0,Non-Abusive,English,5,44
AAA-08857,I hate their ticketing policy.,0,Non-Abusive,English,5,30
AAA-08858,Just had a big ass waffle breakfast and am catching up on games from 08,1,Abusive,English,15,71
AAA-08859,And after that you all eat apple pie and drink grape juice. Why? Who the fuck knows. Essay = complete.,0,Non-Abusive,English,20,102
AAA-08860,Are your days full and fastu2013paced?,0,Non-Abusive,English,6,38
AAA-08861,I was trying 2 use it the other day also & had the hardest time. I said fuck it &just called the person. It wasn't working.,1,Abusive,English,26,123
AAA-08862,Damn it! Now Cody will get one before me!,0,Non-Abusive,English,9,41
AAA-08863,"RT @Fact: Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho&#8230;",0,Non-Abusive,English,22,146
AAA-08864,"@PimpBillClinton @tareksaadmisr that's Arabic for ""you one pussy gettin motha fucka""",1,Abusive,English,11,84
AAA-08865,you're having a bad-snow-day... that sucks! if you are snowed in noone will see your hair right? Trying to state the positives,0,Non-Abusive,English,22,126
AAA-08866,"Of all the lazy person, I was the laziest today #noregrets",0,Non-Abusive,English,11,58
AAA-08867,@The_Greatest_10 My problem is that I love bad bitches.,1,Abusive,English,9,55
AAA-08868,It's lame that you can buy clothes that look like real military clothing. If you wear it I will make fun of you. You're a 4 star bitch.,1,Abusive,English,28,135
AAA-08869,yes. like most websites i think people are addicted to having something to do :),0,Non-Abusive,English,15,80
AAA-08870,Love you too april hahaha,0,Non-Abusive,English,5,25
AAA-08871,"""They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch""",0,Non-Abusive,English,14,93
AAA-08872,"RT @moneychaserr_: ""@vintage_monroe_: &#8220;@person: Kim always being nasty. person hungry person &#128514;&#8221;look at me never hungry http://t.co/zRN&#8230;",0,Non-Abusive,English,17,166
AAA-08873,It aint nuttin to cut that person off......thats why that stuff my ring tone &#9995;,0,Non-Abusive,English,15,84
AAA-08874,Customers = thin love/hate line. They're either really GREAT or really sneaky....,0,Non-Abusive,English,12,81
AAA-08875,hahahahahahahahahaha whyyyyyyyyyyyy?r maybe? he is cute.,0,Non-Abusive,English,6,56
AAA-08876,you've seen Angry video game nerd on youtube right?,0,Non-Abusive,English,9,51
AAA-08877,i would answer that but im not so sure of who that is ?,0,Non-Abusive,English,14,55
AAA-08878,I'll spare you with horror stories. Believe me I'm a wimp now and hate those things.,0,Non-Abusive,English,16,84
AAA-08879,RT @LaLeaa_: #wcw both the babes @undrgrundghosts & @0beyyourmaster . &#128571;&#128571; love thse sexy bitches!! #bestfriend #babe&#8230; http://t.co/MyBspKdzV2,1,Abusive,English,18,161
AAA-08880,the fuck is that?,0,Non-Abusive,English,4,17
AAA-08881,what are you waiting for atm?,0,Non-Abusive,English,6,29
AAA-08882,For all the people who read my blog I&;ve changed it/Para tod@s l@s que leu00e9is el blog lo he cambiado (de aspecto nombre y link las historias son las mismas xD): http://perdidaentretuszapatos.blogspot.com/ (What do you think/u00bfQuu00e9 os parece?),0,Non-Abusive,English,38,252
AAA-08883,right there with you! woke up thinking of a hundred things I need to do. hate that!,0,Non-Abusive,English,17,83
AAA-08884,C'mon let's hear it. Do you know that pig is still alive. They were told it would stay small it is 160 lbs now. Very loved.,0,Non-Abusive,English,26,123
AAA-08885,On average how many texts do you send a day?,0,Non-Abusive,English,10,44
AAA-08886,@JonahNRO No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.,0,Non-Abusive,English,17,99
AAA-08887,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.,0,Non-Abusive,English,18,98
AAA-08888,Cookies! And meat sauce! And mushroom ragout for tomorrow. And...oh damn where's my list? Gack.,0,Non-Abusive,English,15,95
AAA-08889,Wel get ur ass over here just dnt be loud guh im tipsy as hel i may get sum juic frm u,0,Non-Abusive,English,22,86
AAA-08890,do you like adtf,0,Non-Abusive,English,4,16
AAA-08891,"RT @HollywoodLavish: I want a real relationship &#9994;&#128272; no games, no lies, no side hoes, just me and you &#128143;&#128145;&#128107;&#128081;&#128525;&#128152;&#128141;",1,Abusive,English,20,177
AAA-08892,LMAO!! Hot sauce indeed! but sheeeeit. you can take a picture of @shaydechelle wrapped in ME! really the unhelpful lol,0,Non-Abusive,English,20,116
AAA-08893,what&;s your favorite song? :D<br>,0,Non-Abusive,English,5,34
AAA-08894,how many questions are in your inbox? :),0,Non-Abusive,English,8,40
AAA-08895,Time to start listing to il spook,0,Non-Abusive,English,7,33
AAA-08896,I bet im not even famous and I've seen and experienced it its a damn shame,0,Non-Abusive,English,16,74
AAA-08897,Oh sweet! Sucks though that you work New Year's: my condolences.,0,Non-Abusive,English,11,64
AAA-08898,"New show announced in Lutsen, MN at Papa Charlies on January 29, 2011 http://artistdata.com/a/33ck",0,Non-Abusive,English,14,98
AAA-08899,LOL - actually after having my bitch fit I think it could be Mozillla Thunderbird thats is causing the problem!,0,Non-Abusive,English,20,111
AAA-08900,"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",0,Non-Abusive,English,13,102
AAA-08901,"Aghh! I took my 15minute break to relax for a bit, not to here this person yell&complain! &#128530;",0,Non-Abusive,English,18,99
AAA-08902,Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down,0,Non-Abusive,English,21,121
AAA-08903,YOUR vote isn't worth a damn cent ;-) LOL,0,Non-Abusive,English,9,41
AAA-08904,That sucks. I'll be sure to bring some when I visit.,0,Non-Abusive,English,11,52
AAA-08905,When was the last time you went to the beach? Where did you go?,0,Non-Abusive,English,14,63
AAA-08906,@idochips honky tonk badonka ankh,0,Non-Abusive,English,5,33
AAA-08907,tell your mom that i wear this poncho because she's being a BITCH! Or don't.,0,Non-Abusive,English,15,76
AAA-08908,DAMN. I used to compile irogs when I worked in civil firm. Discovery of all sorts can be tiresome. GL! Atty's staff can help.,0,Non-Abusive,English,24,125
AAA-08909,People need to be more open minded and excepting of others beliefs. Merry Christmas is to speard joy not hate.,0,Non-Abusive,English,20,110
AAA-08910,Hokis pokis bitch!,1,Abusive,English,3,18
AAA-08911,"RT @peeper1016: If preferring to be barefoot makes me a basic person, sign me up. Do I get a free Mason jar?",0,Non-Abusive,English,22,108
AAA-08912,"Mr President & homeland security, please ignore any foreign threats and focus your sole attention on our police force #ACAB #LANDOFTHEFREE",0,Non-Abusive,English,21,138
AAA-08913,Most of the time :],0,Non-Abusive,English,5,19
AAA-08914,The Beatles or The Temptations?,0,Non-Abusive,English,5,31
AAA-08915,what a clam shame,0,Non-Abusive,English,4,17
AAA-08916,bust their face.,0,Non-Abusive,English,3,16
AAA-08917,Mwahaha!!! Sweet thang! i love it!!,0,Non-Abusive,English,6,35
AAA-08918,Well! Now I am acutely aware that you called me a whore...thx for caring SO much lol,0,Non-Abusive,English,17,84
AAA-08919,Fucking awesome! LOL!,0,Non-Abusive,English,3,21
AAA-08920,what did you have for lunch?,0,Non-Abusive,English,6,28
AAA-08921,yes. my sister. all the time,0,Non-Abusive,English,6,28
AAA-08922,I hate sweet ham ergh,0,Non-Abusive,English,5,21
AAA-08923,oh god um um um um maybe london =] i dont no somewhere where there is alot of clothes =] =] =],0,Non-Abusive,English,22,94
AAA-08924,What is more difficult for you; looking into someones eyes when you are telling someone how you feel or looking into someones eyes when they are telling you how they feel?,0,Non-Abusive,English,31,171
AAA-08925,"@TasogarenoRaiko If you decide to do Damara, you should make her a gladiola. We have gorgeous rust-colored ones coming up over here.",0,Non-Abusive,English,22,132
AAA-08926,lochness: yea he did a good job of getting shunned if not his ass kicked for sometime,0,Non-Abusive,English,17,85
AAA-08927,"I'm not sick unless by sick you mean bad ass. In which case I am totally sick. Sick with a ""ph"" yo!",0,Non-Abusive,English,22,99
AAA-08928,- change of plans if you're in my neighborhood before 8:30 would you swap with me? The 6' one is a pain in the ass.,0,Non-Abusive,English,25,115
AAA-08929,Thanks for getting me up off my ass to rock out.,0,Non-Abusive,English,11,48
AAA-08930,Hahahaha Crazy.,0,Non-Abusive,English,2,15
AAA-08931,Hey aujala r,1,Abusive,English,3,12
AAA-08932,Awh yourr so sweet(: Who are youu?,0,Non-Abusive,English,7,34
AAA-08933,: that sucks! well maybe not... maybe i can get some things done before you start buggin' me. ;),0,Non-Abusive,English,19,96
AAA-08934,kkk,0,Non-Abusive,English,1,3
AAA-08935,Kaylas house...,0,Non-Abusive,English,2,15
AAA-08936,"bobby person, make that body flip, you know i don't know karate person",0,Non-Abusive,English,13,70
AAA-08937,I used to hate that about doing requests. It's one of the reasons I stopped. It's not that difficult to read and count! LOL.,0,Non-Abusive,English,24,124
AAA-08938,will u love dat nigga even if he lose it all... or will u dip like the groupie hoes searching for another &#11088;&#65039;,1,Abusive,English,23,122
AAA-08939,@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,1,Abusive,English,16,108
AAA-08940,Do you fear something you honestly have no reason to fear?,0,Non-Abusive,English,11,58
AAA-08941,RT @PRAYINGFORHEAD: tyga used to be good before he got into this swag fag shit,1,Abusive,English,15,78
AAA-08942,Damn John that rocks! You must love it. We do pies for Thanksgiving and cookies at Christmas. Good stuff!,0,Non-Abusive,English,19,105
AAA-08943,That's your problem - fireplace sucks all the air up the chimney - only way to heat your house is to make air duct from outside.,0,Non-Abusive,English,26,128
AAA-08944,dnt worry iWill,0,Non-Abusive,English,3,15
AAA-08945,I love a bitch with racks of her own,1,Abusive,English,9,36
AAA-08946,&#8220;@WORSTRAPLYRlCS: http://t.co/hE19TIfqFX&#8221; How is this trash...,0,Non-Abusive,English,6,74
AAA-08947,@FaZeDAVlS @SoaR_Wvyy @SoaR_Haze @FaZeOutcsT this is gobbledy gook to me because i dont have the game,0,Non-Abusive,English,16,101
AAA-08948,Have you ever yelled at a telemarketer?,0,Non-Abusive,English,7,39
AAA-08949,yes i just cant spell it. lol r orangatang? hahahahha,0,Non-Abusive,English,10,53
AAA-08950,That Sweeeet fukn ASS!,0,Non-Abusive,English,4,22
AAA-08951,lolss yeahh yew aree,0,Non-Abusive,English,4,20
AAA-08952,What word describes you best?,0,Non-Abusive,English,5,29
AAA-08953,http://tinyurl.com/these-hats-are-damn-tradition,0,Non-Abusive,English,1,48
AAA-08954,RT @Taste_My_Lips57 Say dat stuff again RT @ThoughtsOfRandy: Bad person hate broke person. + but you knew that already..,0,Non-Abusive,English,19,120
AAA-08955,"RT @adrianalisett_: Zulema don't worry bitches only act bold when they have somebody to ""back"" them up! It's cool tho I got you if anything!",1,Abusive,English,25,140
AAA-08956,im watching you're next and this bitch just tried running outside and got her neck sliced,1,Abusive,English,16,89
AAA-08957,ohlala dago ktny tmpt nongkrong gay :D,1,Abusive,English,7,38
AAA-08958,damn Dan im online... am i nobody? :-(,0,Non-Abusive,English,8,38
AAA-08959,And we are having a pig roast and beef and goodies tonight before midnight with some of the people - I'm going to be dead tomorow,0,Non-Abusive,English,26,129
AAA-08960,"RT @SSNAlerts: Rick Scott takes 49% of vote, Charlie Crist takes 46%. Scott wins second term: http://t.co/MmkyGCYVG1 #sayfie #FlaPol http:/&#8230;",0,Non-Abusive,English,20,146
AAA-08961,soulja boy sucks at life,0,Non-Abusive,English,5,24
AAA-08962,"#HolySpirit Joshua 1:3 Every place that the sole of your foot shall tread upon, that have I given unto you, as I said unto Moses.",0,Non-Abusive,English,25,129
AAA-08963,What kind of phone do you want?,0,Non-Abusive,English,7,31
AAA-08964,are bi??,0,Non-Abusive,English,2,8
AAA-08965,psshhh!! your on the WRONG side of SHUT THE really UP!,0,Non-Abusive,English,11,52
AAA-08966,your opinion really helped ;> thanks ;>,0,Non-Abusive,English,7,39
AAA-08967,"""@AdoreBellaaa: Have ya ever asked your person for other person - kanye voice"" Yes",0,Non-Abusive,English,14,82
AAA-08968,Today is fun but tuesday will be awesome. #IU v #michiganst #1UBB #hoosiers,0,Non-Abusive,English,13,75
AAA-08969,yes......cut my self with a knife (accidentally)...cut myself on the rabbits cage and fell off a chair haha and then i have a random one on my arm and i have either a scar or a dint in my forehead :/,0,Non-Abusive,English,41,199
AAA-08970,That really sucks.,1,Abusive,English,3,18
AAA-08971,Name something that&;s better when it&;s in your hands?,0,Non-Abusive,English,9,55
AAA-08972,RT @DiandraSaysSo: &#8220;@itzbreak: like you have to be borderline person not to see andre 3000's elite skill level for example.&#8221; Yep! This go&#8230;,0,Non-Abusive,English,23,156
AAA-08973,see he's a bad ass & I always go for the bad ass guy,0,Non-Abusive,English,14,52
AAA-08974,fuck no! i live with a used-to-be sheriff im careful with the law outside of my home :D,0,Non-Abusive,English,18,87
AAA-08975,LOOK @ UR TEXTS OR I'M GONNA FREAK OUT @ U!!!,1,Abusive,English,11,45
AAA-08976,"RT @ThatIrvNation: @Satisfied_x really you person, if I said it was, it was",0,Non-Abusive,English,13,73
AAA-08977,damn i miss that show already...we got like a 6 month wait...,0,Non-Abusive,English,12,61
AAA-08978,it's 60 degrees out here 2day..2days ago it was 20..global warmings a bitch.. Lol,0,Non-Abusive,English,14,81
AAA-08979,RT @DerekIsNormal: A bitch is wearing a scarf today! I loves me a scarf.,1,Abusive,English,14,72
AAA-08980,Fear. Only because of the corruptness of it all.,0,Non-Abusive,English,9,48
AAA-08981,I hate to ask I should go read more. Coaching for you or do you do coaching?,0,Non-Abusive,English,17,76
AAA-08982,I'm gonna kill it. I hate how it looks like its going through but actually doesnt,0,Non-Abusive,English,16,81
AAA-08983,Yes. yes. and i have the idea of it. as long as i have the paper thatt tells me which numbered spark plug goes where..i could do it :),0,Non-Abusive,English,29,134
AAA-08984,"RT @Nintendo_Legend: Asked three-year-old niece why the sun is yellow. Her reply: ""Maybe there's bees in there.""",0,Non-Abusive,English,17,112
AAA-08985,RT @fvxxk: A female will automatically assume you have hoes if she finds you attractive. &#128543;,1,Abusive,English,16,98
AAA-08986,&#8220;@__Black_Jesus: &#8220;@lil_aerii: Happy new year &#127882;&#127881;&#127881;&#127881;&#127881;&#127881;&#127881;&#127882;&#127882;&#8221; check yo clock Hun we got another hour lol..&#8221;they just did the lil count down thing,0,Non-Abusive,English,22,235
AAA-08987,RT @LuckyLanceJ: Life's a person. You've got to go out and kick ass. @DrMayaAngelou,0,Non-Abusive,English,14,83
AAA-08988,oh no - that sucks - ouch!,0,Non-Abusive,English,7,26
AAA-08989,Photo: Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/LjejFufULK,0,Non-Abusive,English,12,125
AAA-08990,Never been to either. SO idk yet :],0,Non-Abusive,English,8,35
AAA-08991,Damn :/ I remember I was always trying to save for a Kiko Transwhatever its called potion.,0,Non-Abusive,English,17,90
AAA-08992,Just need to know what that pussy like so one time is fine with me,1,Abusive,English,15,66
AAA-08993,i only buy magazines at the airport- i love bitch and bust too.,0,Non-Abusive,English,13,63
AAA-08994,damn! 2 racks? on what might I ask?,0,Non-Abusive,English,8,35
AAA-08995,3-0-0 person really wid me,0,Non-Abusive,English,5,24
AAA-08996,Give it back to them. I don't really hate anyone..,0,Non-Abusive,English,10,50
AAA-08997,pretty fast.,0,Non-Abusive,English,2,12
AAA-08998,well hi :),0,Non-Abusive,English,3,10
AAA-08999,I am officially creeped the fuck out.,0,Non-Abusive,English,7,37
AAA-09000,Man arrested after 40 opened nip bottles of vodka found in car http://t.co/VtusSbGHbR,0,Non-Abusive,English,13,85
AAA-09001,like a buck or whatev,0,Non-Abusive,English,5,21
AAA-09002,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,0,Non-Abusive,English,20,100
AAA-09003,is it? damn then id say hrmm...iono gah!,0,Non-Abusive,English,8,40
AAA-09004,"@DizzyBala God awful, and that dude is Dorian / eggplant black.",0,Non-Abusive,English,11,63
AAA-09005,EDA!! The 2 queers at AA! lol @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV,1,Abusive,English,10,70
AAA-09006,If you saw a serious crime take place and if you told you could possibly be killed would you tell?,0,Non-Abusive,English,20,98
AAA-09007,Do you know what boricua/moricua/morena mean?:,0,Non-Abusive,English,6,46
AAA-09008,"""Maybe she wants to be more than your friend or maybe she's a unhelpful person. You never know until you make her cum."" &#128514;&#128514;&#128514;",0,Non-Abusive,English,24,147
AAA-09009,Quit being mean to me and I will be happy!!!!!!!!!!!!!!!,0,Non-Abusive,English,10,56
AAA-09010,uhmmm ?,0,Non-Abusive,English,2,7
AAA-09011,Ever dropped a cell phone?,0,Non-Abusive,English,5,26
AAA-09012,"@InFaMouS_StAcKz hell no cause Brad still walked away like "" yeah i fucked that niggas bitch "" &#128514;",1,Abusive,English,18,104
AAA-09013,That sucks man! Hope you start feeling better. I hope you and your family have a very Merry Christmas!,0,Non-Abusive,English,19,102
AAA-09014,"RT @politico: Republican Rick Scott has been reelected #FLGov, defeating Democrat Charlie Crist. http://t.co/oeVMKOQH9S http://t.co/hi56c9N&#8230;",0,Non-Abusive,English,15,146
AAA-09015,Imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the BS frfr,1,Abusive,English,29,134
AAA-09016,Yeah but we have Kass' weak wannabe columns. Oh joy.,0,Non-Abusive,English,10,52
AAA-09017,me too that damn jay for making such catchy tunes.,0,Non-Abusive,English,10,50
AAA-09018,aw rats-i hate to hear that about my car,0,Non-Abusive,English,9,40
AAA-09019,"@Midnight_Snacka person when r u going to get ur round, I just really said this just proving my point",0,Non-Abusive,English,19,101
AAA-09020,Damn sorry you came here to vent and had to left even more pissed.You had every right to.hope you'll relax some.'night,0,Non-Abusive,English,21,118
AAA-09021,"You are a BOY you DONT say ""clutch"" person ass. That's that person stuff lingo tf.",0,Non-Abusive,English,16,79
AAA-09022,"People talk stuff on Twitter but when they see you in person be looking. Like person wtf you looking at. Yes its me, yeah I'm cute..",0,Non-Abusive,English,26,132
AAA-09023,@therealjuicyj @ProjectPatHcp yea ho,0,Non-Abusive,English,4,36
AAA-09024,"RT @iRepFrisco: Should've lost in Carolina, in Houston & tonight in St. Louis! #Lucky #Seahawks are complete trash!!",0,Non-Abusive,English,18,116
AAA-09025,Is someone on your mind right now?,0,Non-Abusive,English,7,34
AAA-09026,I'm movin if it's a no. Oh but I can't sell my house can I and as for getting another job well...damn I sound like Rick Spleen,0,Non-Abusive,English,27,126
AAA-09027,damn. now im craving them from you tweeting them!,0,Non-Abusive,English,9,49
AAA-09028,Damn that's a short movie.,0,Non-Abusive,English,5,26
AAA-09029,What do you think Victoriau2019s secret is?,0,Non-Abusive,English,7,43
AAA-09030,Proton definantly. Positive polly yes i am :],0,Non-Abusive,English,8,45
AAA-09031,lmao yea i know i hate it D:,0,Non-Abusive,English,8,28
AAA-09032,aaaawwwww not the Rock em Sock em!! damn i think just drooled...,0,Non-Abusive,English,12,64
AAA-09033,RT @losthistories: DC Fri 1/3: Bengali Harlem & Lost Histories South Asian Am reading/convo @busboysandpoets 14th St cc: @SmithsonianAPA @D&#8230;,0,Non-Abusive,English,20,146
AAA-09034,Lying person http://t.co/TCjHTFxBhc,0,Non-Abusive,English,3,35
AAA-09035,At least I didn't get the candles that I stole...stolen. I lucked out. The case of Fat Boys was also popular this year.,0,Non-Abusive,English,23,119
AAA-09036,i hate PC's too!! Argh :-),0,Non-Abusive,English,6,26
AAA-09037,I lovee you too mamszz(; LOl,0,Non-Abusive,English,6,28
AAA-09038,This re-colored pictured of Abraham Lincoln is one of the coolest things I&#8217;ve seen in a while&#8230; http://t.co/SHosDU7RYP,0,Non-Abusive,English,18,129
AAA-09039,"RT @collegefession: ""I rub orange peels on my dick before I go out cuz I don't want these bitches to catch a cold. #VitaminSemen"" - Prairie&#8230;",1,Abusive,English,26,146
AAA-09040,Goldies has the nastiest beer! :/ and the bartender is a fucking asshole. Haha.,0,Non-Abusive,English,14,79
AAA-09041,If you could have an endless supply of any food what would you get?,0,Non-Abusive,English,14,67
AAA-09042,hahahahahaahaha is this dakota silvey?,0,Non-Abusive,English,5,38
AAA-09043,When she's a straight up hoe but doesn't suck person.,0,Non-Abusive,English,10,53
AAA-09044,i love you to :D,0,Non-Abusive,English,5,16
AAA-09045,&#8220;@peytonreeces_: &#8220;@b10oreo: Lmao nvm&#8221; that's right bitch&#8221; go drink some warm milk and go to bed,1,Abusive,English,16,119
AAA-09046,RT @Bugatti_Bee: Bad person her attitude nasty ! Ooh ooh that's my song hoe ' loveoohyie #skyylevelmedia #holipalooza #atl http://t.co/ashAa&#8230;,0,Non-Abusive,English,20,147
AAA-09047,I relate to that kind of thinking. I hate eating salads (but I eat them anyway) and I feel I'm justified to reward myself!,0,Non-Abusive,English,24,122
AAA-09048,What is a act of kindness you have recently done?,0,Non-Abusive,English,10,49
AAA-09049,A lighted whale! How cool is that?,0,Non-Abusive,English,7,34
AAA-09050,den dats different if she kute but not to skinny,0,Non-Abusive,English,10,48
AAA-09051,i L o v e Y u h h ! ! ! ! (:,0,Non-Abusive,English,14,28
AAA-09052,you need to come visit bitch. i'm only 30 mts.,0,Non-Abusive,English,10,46
AAA-09053,http://twitpic.com/vl1t - Absolutely no idea what she sees in you bro. Mia - keep kicking ass love what you're doing on your ...,0,Non-Abusive,English,23,128
AAA-09054,Fake ass hoes all around,1,Abusive,English,5,24
AAA-09055,"RT @RudeComedian: some person be like ""Im far from ugly"" naw hoe, you're closer than you think",0,Non-Abusive,English,17,94
AAA-09056,hey loser you should call/gmail message meeeeeeee,0,Non-Abusive,English,7,49
AAA-09057,can you cook?,0,Non-Abusive,English,3,13
AAA-09058,@edouglas528 Sorry bout your Yanks Earl....who uya like in the WS?,0,Non-Abusive,English,11,66
AAA-09059,Floppy bird chalmers over here taking after his hero LeBron,0,Non-Abusive,English,10,59
AAA-09060,"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg",0,Non-Abusive,English,21,120
AAA-09061,@NYRKelsMads I be wishin you was local. I takes you to da Yankee game and spoil you,0,Non-Abusive,English,17,83
AAA-09062,I can understand if he want's to stop touring maybe he wants to have a family or something but no touring sucks :(,0,Non-Abusive,English,23,114
AAA-09063,Uhmm like 6th grade on a corner of a street. I was on my corner :O Lol jk and it was randi..,0,Non-Abusive,English,22,92
AAA-09064,"BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers, libertaritards, all hate our education system and teachers.",0,Non-Abusive,English,16,133
AAA-09065,@shanetallant he won't bite! We promise he's a friendly bird :),0,Non-Abusive,English,11,63
AAA-09066,i like questions please feel free to ask more.,0,Non-Abusive,English,9,46
AAA-09067,Has you ever drawn on a drunk person?,0,Non-Abusive,English,8,37
AAA-09068,do you hate wikipedia?,0,Non-Abusive,English,4,22
AAA-09069,at night. i like to climb into bed clean :),0,Non-Abusive,English,10,43
AAA-09070,"""Your teeth are like the stars."" ""Aww thanks!"" ""Yeah... yellow and far away from each other.""",0,Non-Abusive,English,16,93
AAA-09071,OMG. Get him honey! Flying Taintchoke his ass. Can't he read the fucking Shakesperean tragedy that is our server troubles?,0,Non-Abusive,English,20,122
AAA-09072,nooo,0,Non-Abusive,English,1,4
AAA-09073,hey Houston isnt that bad...who am i kidding it sucks anus,0,Non-Abusive,English,11,58
AAA-09074,RT @Harry_Dillema: @GJK1979 @fluutekies @moniquesparla @wltrrr Ik vraag me al maanden af hoe de NL pers zich als een stel hoeren is gaan ge&#8230;,0,Non-Abusive,English,24,146
AAA-09075,...Aww....That sucks...I was looking forward to all 80....oh well....60 will have to do...,0,Non-Abusive,English,13,90
AAA-09076,@yobritttany wagon burner! Jk jk you did look pretty Latino here,0,Non-Abusive,English,11,64
AAA-09077,I'm making pollo a la brasso today,0,Non-Abusive,English,7,34
AAA-09078,*karate RT @SirAsshole: Karrenchi still a bird ass bitch,1,Abusive,English,9,56
AAA-09079,them jants be clutch for bedtime tho &#128514;&#128557;,0,Non-Abusive,English,8,55
AAA-09080,your cute ;) dump jaybee and come talk to me,0,Non-Abusive,English,10,44
AAA-09081,"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",0,Non-Abusive,English,20,130
AAA-09082,I loveeee youuuu alexissssssssssss vvvv mines better(: hehe<3333,0,Non-Abusive,English,8,64
AAA-09083,I loveeeeeeeee u Alexisssssssss! your teew fukinn beautiful :),0,Non-Abusive,English,9,62
AAA-09084,""" young Pill Chamberlain these bitches love my music """,1,Abusive,English,10,54
AAA-09085,How did you meet Adriane Torres,0,Non-Abusive,English,6,31
AAA-09086,oh damn...lemme do that now,0,Non-Abusive,English,5,27
AAA-09087,RT @TheDouch3: Stay safe and remember if u a girl and u on ur period don't go to a party and&#8230;..person jus stay home u gross as stuff,0,Non-Abusive,English,28,138
AAA-09088,3 physical features you get complimented on a lot?,0,Non-Abusive,English,9,50
AAA-09089,Thanks @delaney_jade for coming with me last night because it's ghetto and no one else could of handled it! #Summer2014,0,Non-Abusive,English,20,119
AAA-09090,Gay men love me. Wait till they all start Twittering each other. They will find the @cheeky_geeky.,0,Non-Abusive,English,17,98
AAA-09091,"I had a dumbass dr do that on a c-4, I was just like this unhelpful person",0,Non-Abusive,English,17,74
AAA-09092,u been on here all of 2 days and bout to pass me in followers... Damn homey!? In high school u was the man homey! @theflygirl,0,Non-Abusive,English,26,125
AAA-09093,@ImToBlame person you opulent as really refrain from conversing upon matters of the middle class.,0,Non-Abusive,English,15,95
AAA-09094,i know change the channel i hate this program,0,Non-Abusive,English,9,45
AAA-09095,why do hoes think its a good idea to air out their dirty laundry at a public place? bitch im tryna enjoy my burrito,1,Abusive,English,24,115
AAA-09096,awe man that sucks... I mean that's awesome!!,0,Non-Abusive,English,8,45
AAA-09097,@gezus__ @MANIAC3X @bam00se @Woody_AFC mean bro fucking faggot,1,Abusive,English,8,62
AAA-09098,Woah. Really kicking the nerd knob up to 11 there. hahaha Ok. I challenge you. For Christmas this year I got the following:,0,Non-Abusive,English,23,123
AAA-09099,I was a Firefox addict but then FF3 started to crash on my Vista machine at work like a bitch so I decided to abandon it....,0,Non-Abusive,English,26,124
AAA-09100,ummmmmmm im not sure about the nicest. but ive tourn someone down with words pretty well. so thats the worst.,0,Non-Abusive,English,20,109
AAA-09101,If you could change something about yourself what would you change and why?,0,Non-Abusive,English,13,75
AAA-09102,Rain doesn't bother me at all other than when Im dressed up and have to be somewhere important. Rain is important.,0,Non-Abusive,English,21,114
AAA-09103,person wifing hoes & ugly person &#128514;&#128514;&#128514;&#128514; I get on Facebook just to remind myself I'm doing fine,0,Non-Abusive,English,18,124
AAA-09104,are we going to see u in 2 wks? Sorry life sucks (move to Fla! you know it would be fun),0,Non-Abusive,English,21,88
AAA-09105,puppy is good. Knows where to piss and shit..,0,Non-Abusive,English,9,45
AAA-09106,RT @Scoonz: remember when you got your crush's aim screenname and you felt all fuzzy inside and stared at your screen and figured out what &#8230;,0,Non-Abusive,English,26,146
AAA-09107,jizz in my pants is old news person. Keep up LOL. instead of doing it locally just come over early and do it here. really local stuff,0,Non-Abusive,English,27,130
AAA-09108,"@alexnolan1990 @claddos @takutaneka @regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!",0,Non-Abusive,English,20,134
AAA-09109,"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief & aid workers&#8217; release",0,Non-Abusive,English,20,143
AAA-09110,ik I look good and all but dam person stop making it obv your staring at me loll,0,Non-Abusive,English,18,80
AAA-09111,"Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao",0,Non-Abusive,English,19,95
AAA-09112,Asha my person doe &#128553;&#128076;,0,Non-Abusive,English,5,37
AAA-09113,guilt trip succeeded - damn you. On with the code! :),0,Non-Abusive,English,11,53
